bid_seq,auction_player_slno,name,country,isindian,speciality,Batting_handedness,Bowling_handedness,team_name,bid_amt,base_price,est_auc_prc,Status
8893,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",90,75,0,Unsold
8894,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",95,75,0,Unsold
8895,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",100,75,0,Unsold
8896,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",110,75,0,Unsold
8898,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",75,75,0,Unsold
8899,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",80,75,0,Unsold
8900,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",85,75,0,Unsold
8901,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",90,75,0,Unsold
8902,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",95,75,0,Unsold
8903,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",100,75,0,Unsold
8904,23,"Ishant Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",110,75,0,Sold
8905,21,"Lasith Malinga","Sri Lanka",Foreigner,"Foreign Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",200,200,0,Sold
8906,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",100,100,0,Unsold
8907,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","RAJASTHAN ROYALS",110,100,0,Unsold
8910,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",120,100,0,Unsold
8911,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","RAJASTHAN ROYALS",130,100,0,Unsold
8913,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",140,100,0,Unsold
8914,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",150,100,0,Unsold
8915,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","RAJASTHAN ROYALS",160,100,0,Unsold
8916,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",170,100,0,Unsold
8917,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",180,100,0,Unsold
8918,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",190,100,0,Unsold
8919,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",200,100,0,Unsold
8920,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",220,100,0,Unsold
8921,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",240,100,0,Unsold
8922,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",260,100,0,Unsold
8923,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",280,100,0,Unsold
8924,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",300,100,0,Unsold
8925,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",320,100,0,Unsold
8926,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",340,100,0,Unsold
8927,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",360,100,0,Unsold
8928,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",380,100,0,Unsold
8929,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",400,100,0,Unsold
8930,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",420,100,0,Unsold
8931,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",440,100,0,Unsold
8932,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",460,100,0,Unsold
8933,22,"Mohammad Shami",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",480,100,0,Sold
8934,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",50,50,0,Unsold
8935,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",55,50,0,Unsold
8936,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",60,50,0,Unsold
8937,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",65,50,0,Unsold
8938,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",70,50,0,Unsold
8939,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",75,50,0,Unsold
8940,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",80,50,0,Unsold
8941,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",85,50,0,Unsold
8942,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",90,50,0,Unsold
8943,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",95,50,0,Unsold
8944,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",100,50,0,Unsold
8945,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",110,50,0,Unsold
8946,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",120,50,0,Unsold
8947,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",130,50,0,Unsold
8948,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",140,50,0,Unsold
8949,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",150,50,0,Unsold
8950,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",160,50,0,Unsold
8951,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",170,50,0,Unsold
8952,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",180,50,0,Unsold
8953,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",190,50,0,Unsold
8954,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",200,50,0,Unsold
8955,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","DELHI CAPITALS",220,50,0,Unsold
8956,20,"Varun Aaron",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast","RAJASTHAN ROYALS",240,50,0,Sold
8957,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",50,50,0,Unsold
8958,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",55,50,0,Unsold
8959,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",60,50,0,Unsold
8960,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",65,50,0,Unsold
8961,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",70,50,0,Unsold
8962,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",75,50,0,Unsold
8963,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",80,50,0,Unsold
8964,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",85,50,0,Unsold
8965,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",90,50,0,Unsold
8966,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",95,50,0,Unsold
8967,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",100,50,0,Unsold
8968,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",110,50,0,Unsold
8969,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",120,50,0,Unsold
8970,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",130,50,0,Unsold
8971,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",140,50,0,Unsold
8972,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",150,50,0,Unsold
8973,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",160,50,0,Unsold
8974,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",170,50,0,Unsold
8975,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",180,50,0,Unsold
8976,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",190,50,0,Unsold
8977,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",200,50,0,Unsold
8978,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",220,50,0,Unsold
8979,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",240,50,0,Unsold
8980,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",260,50,0,Unsold
8981,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",280,50,0,Unsold
8982,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",300,50,0,Unsold
8983,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",320,50,0,Unsold
8984,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",340,50,0,Unsold
8985,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",360,50,0,Unsold
8986,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",380,50,0,Unsold
8987,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",400,50,0,Unsold
8988,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",420,50,0,Unsold
8989,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",440,50,0,Unsold
8990,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",460,50,0,Unsold
8991,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",480,50,0,Unsold
8992,24,"Mohit Sharma",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",500,50,0,Sold
8994,33,"Devdutt Padikkal",India,Indian,"Top Order",LHB,"RIGHT ARM Off Break","ROYAL CHALLANGERS BANGALORE",20,20,0,Sold
8995,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",20,20,0,Unsold
8996,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",25,20,0,Unsold
8997,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",30,20,0,Unsold
8998,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",35,20,0,Unsold
8999,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",40,20,0,Unsold
9000,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",45,20,0,Unsold
9001,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",50,20,0,Unsold
9002,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",55,20,0,Unsold
9003,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",60,20,0,Unsold
9004,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",65,20,0,Unsold
9005,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",70,20,0,Unsold
9006,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",75,20,0,Unsold
9007,34,"Anmolpreet Singh",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","MUMBAI INDIANS",80,20,0,Sold
9008,39,"Sarfaraz Khan",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",20,20,0,Unsold
9009,39,"Sarfaraz Khan",India,Indian,"Top Order",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",25,20,0,Sold
9010,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",20,20,0,Unsold
9011,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",25,20,0,Unsold
9012,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",30,20,0,Unsold
9013,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",35,20,0,Unsold
9014,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",40,20,0,Unsold
9015,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","RAJASTHAN ROYALS",45,20,0,Unsold
9016,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",50,20,0,Unsold
9017,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",55,20,0,Unsold
9018,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",60,20,0,Unsold
9019,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",65,20,0,Unsold
9020,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","KOLKATA KNIGHT RIDERS",70,20,0,Unsold
9021,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","SUNRISERS HYDERABAD",75,20,0,Unsold
9022,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",80,20,0,Unsold
9023,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",85,20,0,Unsold
9024,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",90,20,0,Unsold
9025,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",95,20,0,Unsold
9026,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","CHENNAI SUPER KINGS",100,20,0,Unsold
9027,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",110,20,0,Unsold
9028,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",120,20,0,Unsold
9029,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",130,20,0,Unsold
9030,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",140,20,0,Unsold
9031,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",150,20,0,Unsold
9032,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",160,20,0,Unsold
9033,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",170,20,0,Unsold
9034,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",180,20,0,Unsold
9035,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",190,20,0,Unsold
9036,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",200,20,0,Unsold
9037,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",220,20,0,Unsold
9038,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",240,20,0,Unsold
9039,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",260,20,0,Unsold
9040,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",280,20,0,Unsold
9041,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",300,20,0,Unsold
9042,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",320,20,0,Unsold
9043,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",340,20,0,Unsold
9044,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",360,20,0,Unsold
9045,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",380,20,0,Unsold
9046,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","KINGS XI PUNJAB",400,20,0,Unsold
9047,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",420,20,0,Unsold
9048,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",440,20,0,Unsold
9049,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",460,20,0,Unsold
9050,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","MUMBAI INDIANS",480,20,0,Unsold
9052,38,"Shivam Dube",India,Indian,"Indian Fast",LHB,"RIGHT ARM Fast Medium","ROYAL CHALLANGERS BANGALORE",500,20,0,Sold
9053,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",20,20,0,Unsold
9054,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",25,20,0,Unsold
9055,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",30,20,0,Unsold
9056,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",35,20,0,Unsold
9057,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",40,20,0,Unsold
9058,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",45,20,0,Unsold
9059,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",50,20,0,Unsold
9060,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",55,20,0,Unsold
9061,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",60,20,0,Unsold
9062,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",65,20,0,Unsold
9063,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",70,20,0,Unsold
9064,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",75,20,0,Unsold
9065,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",80,20,0,Unsold
9066,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",85,20,0,Unsold
9067,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",90,20,0,Unsold
9068,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",95,20,0,Unsold
9069,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",100,20,0,Unsold
9070,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",110,20,0,Unsold
9071,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",120,20,0,Unsold
9072,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",130,20,0,Unsold
9073,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",140,20,0,Unsold
9074,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",150,20,0,Unsold
9075,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",160,20,0,Unsold
9076,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",170,20,0,Unsold
9077,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",180,20,0,Unsold
9078,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",190,20,0,Unsold
9079,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",200,20,0,Unsold
9080,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",220,20,0,Unsold
9081,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",240,20,0,Unsold
9082,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",260,20,0,Unsold
9083,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",280,20,0,Unsold
9084,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",300,20,0,Unsold
9086,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",320,20,0,Unsold
9087,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","CHENNAI SUPER KINGS",340,20,0,Unsold
9088,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","DELHI CAPITALS",360,20,0,Unsold
9090,37,"Varun Chakaravarthy",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",380,20,0,Unsold
