Bid by Bid Slno,Auction Player Slno,Player Name,Country,Speciality,Batting handedness,Bowling handedness,Base Price,Probable Auction Price,Real time Auction Price,Team id,Team Short Name,Bid Amount,Awarded,Created ON
651,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,400,N,1/4/2021
652,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,420,Y,1/4/2021
653,100,Jalaj Saxena,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,30,0-30,0,6,PK,30,Y,1/4/2021
654,102,Utkarsh Singh,India,ALL-ROUNDER,LHB,RIGHT ARM Off Break,20,0,0,6,PK,20,Y,1/4/2021
655,110,Vaibhav Arora,India,BOWLER,RHB,RIGHT ARM Fast Medium,20,0,0,4,KKR,20,Y,1/4/2021
656,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,75,N,1/4/2021
657,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,80,N,1/4/2021
658,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,85,N,1/4/2021
659,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,90,N,1/4/2021
660,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,95,N,1/4/2021
661,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,100,N,1/4/2021
662,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,110,N,1/4/2021
663,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,120,N,1/4/2021
664,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,130,N,1/4/2021
665,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,140,N,1/4/2021
666,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,150,N,1/4/2021
667,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,160,N,1/4/2021
668,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,170,N,1/4/2021
669,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,180,N,1/4/2021
670,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,190,N,1/4/2021
671,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,200,N,1/4/2021
672,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,220,N,1/4/2021
673,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,240,N,1/4/2021
674,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,260,N,1/4/2021
675,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,280,N,1/4/2021
676,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,300,N,1/4/2021
677,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,320,N,1/4/2021
678,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,340,N,1/4/2021
679,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,360,N,1/4/2021
680,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,380,N,1/4/2021
681,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,400,N,1/4/2021
682,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,420,N,1/4/2021
683,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,440,N,1/4/2021
684,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,460,N,1/4/2021
685,127,Daniel Christian,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,8,RCB,480,Y,1/4/2021
686,129,Liam Livingstone,England,ALL-ROUNDER,RHB,RIGHT ARM Leg Break,75,0-75,0,7,RR,75,Y,1/4/2021
687,156,Suyash Prabhudessai,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,0,0,8,RCB,20,Y,1/4/2021
688,160,K.S Bharat,India,WICKETKEEPER,RHB,-,20,0,0,8,RCB,20,Y,1/4/2021
689,173,M. Harisankar Reddy,India,BOWLER,RHB,RIGHT ARM Fast Medium,20,0,0,1,CSK,20,Y,1/4/2021
690,175,Kuldip Yadav,India,BOWLER,LHB,LEFT ARM Fast,20,0,0,7,RR,20,Y,1/4/2021
691,187,James Neesham,New Zealand,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,50,0,0,5,MI,50,Y,1/4/2021
692,257,Yudhvir Charak,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,0,0,5,MI,20,Y,1/4/2021
693,263,K.Bhagath Varma,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,0,0,1,CSK,20,Y,1/4/2021
694,287,Marco Jansen,South Africa,ALL-ROUNDER,RHB,LEFT ARM Fast Medium,20,0,0,5,MI,20,Y,1/4/2021
695,299,Saurabh kumar,India,,,,0,0,0,6,PK,0,Y,1/4/2021
696,4,Karun Nair,India,BATSMAN,RHB,RIGHT ARM Off Break,50,0-50,0,4,KKR,50,Y,1/4/2021
697,11,Kedar Jadhav,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,200,200-250,0,2,SRH,200,Y,1/4/2021
698,15,Sam Billings,England,WICKETKEEPER,RHB,-,200,0-200,0,3,DC,200,Y,1/4/2021
699,28,Mujeeb Ur Rahman,Afghanistan,BOWLER,RHB,RIGHT ARM Off Break,150,0,0,2,SRH,150,Y,1/4/2021
700,31,Harbhajan Singh,India,BOWLER,RHB,RIGHT ARM Off Break,200,200-300,0,4,KKR,200,Y,1/4/2021
701,35,C.Hari Nishaanth,India,BATSMAN,LHB,RIGHT ARM Off Break,20,0,0,1,CSK,20,Y,1/4/2021
702,75,Ben Cutting,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,75,0,0,4,KKR,75,Y,1/4/2021
703,42,Venkatesh Iyer,India,ALL-ROUNDER,LHB,RIGHT ARM Medium,20,0,0,4,KKR,20,Y,1/4/2021
704,79,Pawan Negi,India,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,50,0,0,4,KKR,50,Y,1/4/2021
705,117,Akash Singh,India,BOWLER,RHB,LEFT ARM Fast,20,0-50,0,7,RR,20,Y,1/4/2021
706,212,Arjun Tendulkar,India,ALL-ROUNDER,LHB,LEFT ARM Fast Medium,20,0,0,5,MI,20,Y,1/4/2021
